Brand,Processor_Name,Processor_Brand,RAM_Expandable,RAM,RAM_TYPE,Ghz,Display_type,Display,GPU,GPU_Brand,SSD,HDD,Adapter,OS,VRAM,Price_VND
Samsung,Intel Celeron Dual-Core,Intel,0,2, DDR3 RAM,1.6,LED,11.6,Integrated Graphics,Intel,64,0,33.0,Google Chrome,0,10038900
HP,AMD Quad-Core Ryzen 5,AMD,0,8, DDR4 RAM,2.1,LED,15.6,Integrated Graphics,AMD,64,1024,41.0,Windows 10,0,11302200
Lenovo,Intel Core i5 (8th Gen),Intel,0,8, DDR4 RAM,1.6,LED,15.6,Integrated Graphics,Intel,256,1024,45.0,Windows 10,0,13497000
Acer,AMD Quad-Core Ryzen 5,AMD,16,4, DDR4 RAM ,2.0,LED,15.6,Integrated Graphics,AMD,64,1024,45.0,Windows 10,0,10660200
ASUS,Intel Core i3 (8th Gen),Intel,16,8, DDR4 RAM ,2.2,LED,14.0,Integrated Graphics,Intel,256,1024,42.0,Windows 10,0,13497000
HP,Intel Core i5 (10th Gen),Intel,0,8, DDR4 RAM,1.0,LED,14.0,Integrated Graphics,Intel,512,0,65.0,Windows 10,0,14997000
Lenovo,Intel Core i3 (8th Gen),Intel,0,8, DDR4 RAM,2.2,LED,15.6,Integrated Graphics,Intel,64,1024,35.0,Windows 10,0,10167000
ASUS,Intel Core i3 (11th Gen),Intel,0,8, DDR4 RAM,4.0,LCD,15.6,Integrated Graphics,Intel,512,0,45.0,Windows 11,0,10497000
HP,AMD Quad-Core Ryzen 5,AMD,0,8, DDR4 RAM,2.0,LED,15.6,Integrated Graphics,AMD,512,0,65.0,Windows 10,0,14097000
ASUS,AMD Quad-Core Ryzen 5,AMD,0,8, DDR4 RAM,2.1,LED,15.6,Integrated Graphics,AMD,256,1024,45.0,Windows 10,0,14367000
ASUS,Intel Celeron Dual-Core,Intel,0,4, LPDDR4 RAM,2.8,LED,11.6,Integrated Graphics,Intel,64,0,65.0,Google Chrome,0,4797000
Dell,Intel Core i3 (6th Gen),Intel,16,4, DDR4 RAM ,2.0,LED,15.6,Integrated Graphics,Intel,64,1024,41.0,Windows 10,0,8397000
ASUS,Intel Core i5 (8th Gen),Intel,0,4, DDR4 RAM,1.6,LED,14.0,Integrated Graphics,Intel,64,1024,33.0,Windows 10,0,13197000
Apple,Intel Core i5 (8th Gen),Intel,0,8, LPDDR3 RAM,1.6,LED,13.3,Integrated Graphics,Intel,256,0,49.0,macOS Mojave,0,32397000
Dell,Intel Core i3 (6th Gen),Intel,16,4, DDR4 RAM ,2.0,LED,15.6,Integrated Graphics,Intel,64,1024,41.0,Windows 10,0,11340000
HP,Intel Celeron Dual-Core,Intel,0,4, LPDDR4 RAM,1.1,LED,14.0,Integrated Graphics,Intel,64,0,45.0,Google Chrome,0,5398200
ASUS,Intel Core i5 (10th Gen),Intel,0,8, DDR4 RAM,1.0,LED,13.3,Integrated Graphics,Intel,512,0,65.0,Windows 10,0,19497000
Dell,AMD Dual-Core Ryzen 3,AMD,16,8, DDR4 RAM ,2.6,LCD,14.9,Integrated Graphics,AMD,256,0,65.0,Windows 11,0,8139300
Apple,Intel Core i5 (10th Gen),Intel,0,8, LPDDR4X RAM,1.1,LED,13.3,Integrated Graphics,Intel,512,0,30.0,macOS Catalina,0,29997000
Lenovo,Intel Core i3 (6th Gen),Intel,12,4, DDR4 RAM ,2.0,LED,15.6,Integrated Graphics,Intel,64,1024,45.0,DOS,0,7035300
Lenovo,Intel Core i5 (10th Gen),Intel,0,8, DDR4 RAM,1.6,LED,15.6,Integrated Graphics,Intel,512,0,65.0,Windows 11,0,10761300
Dell,Intel Core i3 (10th Gen),Intel,16,8, DDR4 RAM ,1.2,LED,15.6,Integrated Graphics,Intel,64,1024,65.0,Windows 10,0,12420000
ASUS,Intel Core i5 (9th Gen),Intel,32,8, DDR4 RAM ,2.4,LED,15.6,GeForce GTX 1650,NVIDIA,512,0,150.0,Windows 10,4,20997000
HP,Intel Core i5 (6th Gen),Intel,16,8, DDR4 RAM ,2.3,LED,15.6,GeForce 940MX,NVIDIA,64,1024,65.0,Windows 10,4,17247000
Dell,Intel Core i3 (7th Gen),Intel,0,4, DDR4 RAM,2.3,LED,15.6,Integrated Graphics,Intel,64,1024,42.0,Windows 10,0,8609700
HP,Intel Core i3 (7th Gen),Intel,8,4, DDR4 RAM ,2.7,LED,11.0,Integrated Graphics,Intel,64,1024,37.0,Windows 10,0,11970000
HP,Intel Core i3 (6th Gen),Intel,0,4, DDR3 RAM,2.0,LED,15.6,Radeon R5 M430,AMD,64,1024,65.0,DOS,2,10778700
Lenovo,Intel Core i3 (7th Gen),Intel,0,4, DDR4 RAM,2.3,LED,14.0,Integrated Graphics,Intel,64,1024,65.0,Windows 10,0,11097000
HP,AMD Hexa-Core Ryzen 5 Processor,AMD,0,16, DDR4 RAM,2.5,LED,15.6,Integrated Graphics,AMD,512,0,65.0,Windows 10,0,17997000
Dell,Intel Core i5 (8th Gen),Intel,16,8, DDR4 RAM ,1.6,LED,15.6,Integrated Graphics,Intel,64,1024,42.0,Windows 10,0,16659600
Lenovo,Intel Core i3 (8th Gen),Intel,0,4, DDR4 RAM,2.2,LED,14.0,Integrated Graphics,Intel,256,0,65.0,Windows 10,0,11997000
HP,AMD Dual-Core E1 APU,AMD,0,4, DDR4 RAM,1.5,LED,15.6,Integrated Graphics,AMD,64,1024,41.0,DOS,0,5697000
Lenovo,AMD Dual-Core A6 APU,AMD,0,4, DDR4 RAM,2.6,LED,15.6,Integrated Graphics,AMD,64,1024,30.0,Windows 10,0,5397000
Acer,Intel Core i5 (7th Gen),Intel,32,8, DDR4 RAM ,2.5,LED,15.6,GeForce GTX 1050,NVIDIA,128,1024,135.0,Windows 10,2,19499700
Lenovo,Intel Core i5 (11th Gen),Intel,0,8, DDR4 RAM,2.4,LED,15.6,Integrated Graphics,Intel,256,1024,65.0,Windows 10,0,20324700
HP,AMD Octa-Core Ryzen 7,AMD,0,16, DDR4 RAM,3.1,LCD,15.6,GeForce RTX 3050,NVIDIA,512,0,65.0,Windows 11,4,20097000
MSI,Intel Core i3 (10th Gen),Intel,0,8, DDR4 RAM,2.1,LED,14.0,Integrated Graphics,Intel,256,0,65.0,Windows 10,0,11097000
Acer,AMD Hexa-Core Ryzen 5,AMD,0,16, DDR4 RAM,3.3,LCD,15.6,GeForce GTX 1650,NVIDIA,512,0,65.0,Windows 11,4,18143700
Dell,Intel Core i3 (10th Gen),Intel,0,8, DDR4 RAM,1.2,LED,15.6,Integrated Graphics,Intel,64,1024,65.0,Windows 10,0,12186000
Dell,Intel Core i3 (6th Gen),Intel,16,4, DDR3 RAM ,2.0,LED,15.6,Integrated Graphics,Intel,64,1024,65.0,Windows 10,0,11397000
Apple,Intel Core i5 (8th Gen),Intel,0,8, LPDDR3 RAM,1.6,LED,13.3,Integrated Graphics,Intel,256,0,65.0,macOS Mojave,0,38397000
Lenovo,Intel Core i7 (12th Gen),Intel,0,16, DDR4 RAM,4.7,LCD,15.6,Integrated Graphics,Intel,512,0,65.0,Windows 11,0,17397000
Lenovo,Intel Core i5 (9th Gen),Intel,0,8, DDR4 RAM,2.4,LED,15.6,GeForce GTX 1650,NVIDIA,1024,0,52.0,Windows 10,4,23187000
HP,Intel Core i5 (11th Gen),Intel,16,8, DDR4 RAM ,4.7,LCD,15.6,Integrated Graphics,Intel,512,0,41.0,Windows 11,0,14649000
ASUS,Intel Core i5 (11th Gen),Intel,0,8, LPDDR4X RAM,4.2,LED,13.3,Integrated Graphics,Intel,512,0,45.0,Windows 10,0,17997000
Lenovo,Intel Core i5 (10th Gen),Intel,0,8, DDR4 RAM,2.5,LED,15.6,GeForce GTX 1650,NVIDIA,256,1024,65.0,Windows 10,4,21897000
ASUS,AMD Octa-Core Ryzen 7,AMD,32,8, DDR4 RAM ,2.9,LED,17.3,GeForce GTX 1650,NVIDIA,512,0,200.0,Windows 10,4,20697000
Acer,Intel Core i3 (10th Gen),Intel,12,4, DDR4 RAM ,1.2,LED,15.6,Integrated Graphics,Intel,64,1024,45.0,Windows 10,0,9897000
Acer,AMD Dual-Core Ryzen 3,AMD,0,4, DDR4 RAM,2.1,LED,15.6,Integrated Graphics,AMD,64,1024,45.0,Windows 10,0,12299700
ASUS,Intel Core i3 (11th Gen),Intel,0,8, DDR4 RAM,4.0,LED,14.0,Integrated Graphics,Intel,256,0,65.0,Windows 11,0,13497000
Dell,Intel Pentium Quad-Core,Intel,32,8, DDR4 RAM ,1.1,LCD,15.6,Integrated Graphics,Intel,256,0,65.0,Windows 11,0,7145700
ASUS,Intel Core i3 (10th Gen),Intel,12,4, DDR4 RAM ,1.2,LED,15.6,Integrated Graphics,Intel,64,1024,45.0,Windows 10,0,9297000
Lenovo,Intel Core i5 (10th Gen),Intel,12,8, DDR4 RAM ,1.6,LED,15.6,GeForce MX130,NVIDIA,64,1024,65.0,Windows 10,2,15297000
Lenovo,Intel Core i5 (7th Gen),Intel,32,8, DDR4 RAM ,2.5,LED,15.6,GeForce GTX 1050Ti,NVIDIA,128,1024,45.0,Windows 10,4,24400200
Apple,Intel Core i5 (8th Gen),Intel,0,8, LPDDR3 RAM,1.6,LED,13.3,Integrated Graphics,Intel,256,0,65.0,macOS Mojave,0,31497000
ASUS,AMD Dual-Core Athlon,AMD,12,4, DDR4 RAM ,2.3,LED,15.6,Integrated Graphics,AMD,64,1024,45.0,Windows 10,0,6897000
ASUS,Intel Core i3 (12th Gen),Intel,8,8, DDR4 RAM ,1.8,LCD,14.0,Integrated Graphics,Intel,512,0,45.0,Windows 11,0,10197000
MSI,Intel Core i5 (9th Gen),Intel,32,8, DDR4 RAM ,2.4,LED,15.6,GeForce GTX 1050,NVIDIA,512,0,41.0,Windows 10,4,17697000
Lenovo,Intel Core i3 (6th Gen),Intel,0,4, DDR4 RAM,2.0,LED,15.6,Integrated Graphics,Intel,64,1024,30.0,Windows 10,0,9237000
ASUS,Intel Core i3 (7th Gen),Intel,8,4, DDR4 RAM ,2.3,LED,15.6,Integrated Graphics,Intel,64,1024,33.0,Windows 10,0,7579500
MSI,Intel Core i7 (7th Gen),Intel,32,8, DDR4 RAM ,2.8,LED,15.6,GeForce GTX 1050Ti,NVIDIA,128,1024,41.0,Windows 10,4,31497000
ASUS,AMD Octa-Core Ryzen 7,AMD,32,16, DDR4 RAM ,4.2,LCD,17.3,GeForce RTX 3050,NVIDIA,512,0,180.0,Windows 10,4,23369400
Acer,Intel Core i7 (7th Gen),Intel,32,16, DDR4 RAM ,2.8,LED,15.6,GeForce GTX 1060,NVIDIA,256,2048,135.0,Windows 10,6,36299700
Dell,Intel Core i3 (7th Gen),Intel,8,4, DDR4 RAM ,2.7,LED,13.0,Integrated Graphics,Intel,128,0,41.0,Windows 10,0,13497000
HP,Intel Core i3 (6th Gen),Intel,16,8, DDR4 RAM ,2.0,LED,15.6,Radeon 520,AMD,64,1024,41.0,DOS,2,11187000
Acer,Intel Core i3 (8th Gen),Intel,32,4, DDR4 RAM ,2.1,LED,15.6,Integrated Graphics,Intel,512,0,45.0,Windows 10,0,10797000
HP,AMD Quad-Core Ryzen 5 Processor,AMD,0,4, DDR4 RAM,2.5,LED,14.0,Integrated Graphics,AMD,64,1024,65.0,DOS,0,9447000
ASUS,Intel Core i5 (11th Gen),Intel,0,8, DDR4 RAM,4.2,LED,14.0,GeForce MX330,NVIDIA,512,0,65.0,Windows 10,2,19497000
ASUS,AMD Quad-Core E2 APU,AMD,0,4, DDR3 RAM,1.5,LED,14.0,Integrated Graphics,AMD,64,0,45.0,Windows 10,0,23238000
Lenovo,Intel Core i5 (11th Gen),Intel,0,16, DDR4 RAM,3.3,LCD,15.6,GeForce RTX 3050,NVIDIA,256,1024,170.0,Windows 11,4,20697000
HP,Intel Core i3 (8th Gen),Intel,0,4, DDR4 RAM,2.1,LED,15.6,Integrated Graphics,Intel,64,1024,41.0,Windows 10,0,8397000
ASUS,Intel Core i7 (8th Gen),Intel,0,16, LPDDR3 RAM,1.8,LED,14.0,Integrated Graphics,Intel,512,0,50.0,Windows 10,0,25797000
ASUS,AMD Quad-Core Ryzen 7,AMD,32,8, DDR4 RAM ,2.3,LED,15.6,GeForce GTX 1650,NVIDIA,512,1024,48.0,Windows 10,4,20097000
MSI,Intel Core i7 (10th Gen) Processor,Intel,0,32, DDR4 RAM,2.5,LED,15.6,GeForce RTX 2070,NVIDIA,512,1024,280.0,Windows 10,8,46827000
HP,Intel Core i5 (7th Gen),Intel,0,8, DDR4 RAM,2.5,LED,15.6,GeForce 940MX,NVIDIA,64,1024,65.0,Windows 10,2,17085000
HP,Intel Core i5 (11th Gen) Processor,Intel,16,16, DDR4 RAM ,2.5,LED,14.0,Integrated Graphics,Intel,512,0,43.0,Windows 10,0,21747000
ASUS,Intel Core i5 (10th Gen),Intel,0,8, LPDDR4 RAM,1.0,LED,15.6,Integrated Graphics,Intel,64,1024,45.0,Windows 10,0,13408200
HP,Intel Core i3 (8th Gen),Intel,0,4, LPDDR3 RAM,2.2,LED,13.3,Integrated Graphics,Intel,128,0,53.0,Windows 10,0,17415300
Acer,Intel Core i5 (11th Gen),Intel,0,8, DDR4 RAM,4.2,LCD,14.0,Integrated Graphics,Intel,512,0,65.0,Windows 11,0,14879700
MSI,Intel Core i7 (11th Gen),Intel,0,16, DDR4 RAM,4.7,LCD,15.6,GeForce RTX 3060,NVIDIA,512,0,180.0,Windows 10,6,18792900
ASUS,Intel Core i7 (10th Gen),Intel,32,16, DDR4 RAM ,2.2,LED,15.6,GeForce GTX 1650 Ti,NVIDIA,1024,0,150.0,Windows 10,4,22257000
Acer,Intel Pentium Dual-Core,Intel,32,4, DDR4 RAM ,2.3,LED,14.0,Integrated Graphics,Intel,64,1024,65.0,Windows 10,0,8891700
iball,Intel Celeron Dual-Core,Intel,0,2, DDR3 RAM,2.0,LED,11.6,Integrated Graphics,Intel,64,0,38.0,Windows 10,0,2997000
Dell,Intel Core i3 (7th Gen),Intel,8,4, DDR4 RAM ,2.3,LED,14.0,Integrated Graphics,Intel,64,1024,65.0,Windows 10,0,8997000
Lenovo,Intel Core i7 (11th Gen),Intel,16,16, DDR4 RAM ,2.8,LCD,15.6,Integrated Graphics,Intel,512,0,65.0,Windows 11,0,18057000
AVITA,Intel Core i3 (8th Gen),Intel,0,4, DDR4 RAM,2.1,LED,14.0,Integrated Graphics,Intel,256,0,65.0,Windows 10,0,8504700
Acer,Intel Core i3 (7th Gen),Intel,12,4, DDR4 RAM ,2.7,LED,15.6,Integrated Graphics,Intel,64,1024,45.0,Windows 10,0,10199700
HP,Intel Core i3 (11th Gen),Intel,0,8, DDR4 RAM,3.4,LCD,15.6,Integrated Graphics,Intel,256,0,41.0,Windows 11,0,11400000
HP,AMD Quad-Core Ryzen 5,AMD,0,4, DDR4 RAM,2.0,LED,15.6,Integrated Graphics,AMD,64,1024,41.0,Windows 10,0,7497000
HP,AMD Hexa-Core Ryzen 5,AMD,0,8, DDR4 RAM,3.3,LED,15.6,GeForce GTX 1650,NVIDIA,512,0,150.0,Windows 11,4,17973000
Dell,Intel Core i3 (10th Gen),Intel,32,4, DDR4 RAM ,1.2,LED,15.6,Integrated Graphics,Intel,64,1024,65.0,Windows 10,0,8774100
ASUS,Intel Core i5 (8th Gen),Intel,12,4, DDR4 RAM ,1.6,LED,15.6,Integrated Graphics,Intel,64,1024,33.0,Windows 10,0,11997000
ASUS,AMD Octa-Core Ryzen 9,AMD,0,16, DDR4 RAM,3.3,LED,15.6,Radeon RX 6800M,AMD,1024,0,280.0,Windows 10,12,34497000
ASUS,Intel Core i3 (11th Gen),Intel,0,8, DDR4 RAM,3.0,LED,15.6,Integrated Graphics,Intel,256,0,45.0,Windows 10,0,12417000
Lenovo,Intel Celeron Dual-Core,Intel,0,4, DDR4 RAM,2.8,LED,11.6,Integrated Graphics,Intel,256,0,65.0,Windows 10,0,7560000
ASUS,Intel Core i5 (8th Gen),Intel,12,4, DDR4 RAM ,1.6,LED,15.6,GeForce MX110,NVIDIA,64,1024,33.0,Windows 10,2,11697000
ASUS,Intel Core i5 (8th Gen),Intel,16,8, DDR4 RAM ,1.6,LED,13.3,Integrated Graphics,Intel,512,0,50.0,Windows 10,0,17997000
ASUS,Intel Core i5 (9th Gen),Intel,32,8, DDR4 RAM ,2.4,LED,15.6,GeForce GTX 1650,NVIDIA,512,0,150.0,Windows 10,4,18897000
HP,Intel Core i5 (8th Gen),Intel,16,8, DDR4 RAM ,2.3,LED,15.6,GeForce GTX 1050,NVIDIA,128,1024,52.0,Windows 10,4,18897000
Dell,Intel Core i3 (6th Gen),Intel,16,4, DDR4 RAM ,2.0,LED,15.6,Integrated Graphics,Intel,64,1024,40.0,Windows 10,0,9615000
HP,Intel Core i5 (8th Gen),Intel,0,8, LPDDR3 RAM,1.6,LED,13.3,Integrated Graphics,Intel,256,0,53.0,Windows 10,0,20997000
ASUS,Intel Pentium Quad-Core,Intel,0,8, DDR4 RAM,1.1,LCD,14.0,Integrated Graphics,Intel,256,0,33.0,Windows 10,0,8997000
ASUS,AMD Dual-Core Ryzen 3,AMD,0,8, DDR5 RAM,2.6,LCD,15.6,Integrated Graphics,AMD,256,0,65.0,Windows 11,0,10197000
HP,AMD Quad-Core Ryzen 5,AMD,0,8, DDR4 RAM,2.1,LED,14.0,Integrated Graphics,AMD,512,0,65.0,Windows 10,0,14399700
Lenovo,Intel Core i5 (10th Gen),Intel,12,8, DDR4 RAM ,1.0,LED,15.6,Integrated Graphics,Intel,512,0,65.0,Windows 10,0,14997000
HP,Intel Core i3 (7th Gen),Intel,0,4, DDR4 RAM,2.3,LED,15.6,Integrated Graphics,Intel,64,1024,41.0,DOS,0,7944000
Lenovo,Intel Core i5 (10th Gen),Intel,0,8, DDR4 RAM,1.0,LED,15.6,GeForce MX250,NVIDIA,256,1024,65.0,Windows 10,2,17625000
HP,Intel Celeron Dual-Core,Intel,0,4, DDR4 RAM,1.1,LED,15.6,Integrated Graphics,Intel,64,1024,41.0,Windows 10,0,6597000
Apple,Intel Core i5 (10th Gen),Intel,0,8, LPDDR4X RAM,1.1,LED,13.3,Integrated Graphics,Intel,512,0,30.0,macOS Catalina,0,32997000
HP,Intel Core i3 (11th Gen),Intel,16,8, DDR4 RAM ,4.0,LED,15.6,Integrated Graphics,Intel,64,1024,65.0,Windows 10,0,15558000
ASUS,AMD Hexa-Core Ryzen 5,AMD,0,16, DDR4 RAM,4.2,LCD,16.0,Integrated Graphics,AMD,512,0,45.0,Windows 11,0,14397000
ASUS,AMD Quad-Core Ryzen 5,AMD,0,8, DDR4 RAM,2.1,LED,15.6,Integrated Graphics,AMD,64,1024,45.0,Windows 10,0,10797000
ASUS,Intel Core i3 (10th Gen),Intel,0,8, DDR4 RAM,1.2,LED,15.6,Integrated Graphics,Intel,64,1024,32.0,Windows 10,0,10797000
ASUS,Intel Core i5 (11th Gen),Intel,0,8, DDR4 RAM,4.2,LED,14.0,Integrated Graphics,Intel,512,0,65.0,Windows 10,0,18297000
HP,Intel Core i5 (1st Gen),Intel,0,8, DDR4 RAM,1.0,LED,15.6,GeForce,NVIDIA,256,1024,41.0,Windows 10,2,20097000
Dell,Intel Core i3 (7th Gen),Intel,0,4, DDR4 RAM,2.4,LED,14.0,Integrated Graphics,Intel,64,1024,41.0,Ubuntu,0,7995000
ASUS,Intel Core i7 (12th Gen),Intel,32,16, DDR5 RAM ,4.7,LCD,15.6,GeForce RTX 3050 Ti,NVIDIA,512,0,90.0,Windows 11,4,27897000
MSI,Intel Core i7 (12th Gen),Intel,0,16, DDR4 RAM,4.7,LCD,15.6,GeForce RTX 4050,NVIDIA,1024,0,65.0,Windows 11,6,29097000
Lenovo,Intel Core i3 (10th Gen),Intel,12,4, DDR4 RAM ,1.2,LED,15.6,Integrated Graphics,Intel,64,1024,65.0,DOS,0,8997000
Lenovo,Intel Core i3 (8th Gen),Intel,12,4, DDR4 RAM ,2.2,LCD,15.6,Integrated Graphics,Intel,64,1024,45.0,Windows 10,0,10197000
HP,Intel Core i7 (9th Gen),Intel,32,12, DDR4 RAM ,2.6,LED,15.6,GeForce GTX 1650,NVIDIA,512,1024,52.0,Windows 10,4,31779600
HP,AMD Quad-Core Ryzen 5 Processor,AMD,0,8, DDR4 RAM,2.5,LED,14.0,Integrated Graphics,AMD,64,1024,65.0,Windows 10,0,11337000
Lenovo,AMD Octa-Core Ryzen 7 Processor,AMD,0,16, DDR4 RAM,2.5,LED,15.6,GeForce RTX 3060,NVIDIA,1024,0,80.0,Windows 10,6,38397000
Dell,Intel Core i5 (7th Gen),Intel,16,4, DDR4 RAM ,2.5,LED,15.6,Radeon R5 M430,AMD,64,1024,40.0,Ubuntu,2,12209100
Dell,Intel Core i5 (11th Gen),Intel,16,8, DDR4 RAM ,4.2,LED,14.0,Integrated Graphics,Intel,64,1024,65.0,Windows 10,0,10954500
ASUS,AMD Quad-Core Ryzen 5,AMD,16,8, DDR4 RAM ,2.0,LED,15.6,GeForce GTX 1050,NVIDIA,64,1024,120.0,Windows 10,4,13977000
HP,Intel Core i7 (8th Gen),Intel,32,8, DDR4 RAM ,2.2,LED,15.6,GeForce GTX 1050,NVIDIA,128,1024,52.0,Windows 10,4,23397000
Microsoft,Intel Core i5 (10th Gen),Intel,0,8, LPDDR4X RAM,1.1,LED,12.3,Integrated Graphics,Intel,128,0,65.0,Windows 10,0,27747000
HP,AMD Dual-Core APU,AMD,0,4, DDR4 RAM,1.5,LED,15.6,Integrated Graphics,AMD,64,1024,41.0,DOS,0,5847000
Dell,Intel Core i3 (6th Gen),Intel,16,4, DDR4 RAM ,2.0,LED,15.6,Integrated Graphics,Intel,64,1024,45.0,Windows 10,0,10497000
Dell,Intel Core i5 (8th Gen),Intel,0,8, DDR4 RAM,1.6,LED,15.6,Radeon 520,AMD,64,1024,42.0,Windows 10,2,13797000
ASUS,Intel Core i7 (8th Gen),Intel,32,8, DDR4 RAM ,2.2,LED,15.6,GeForce GTX 1050 Ti,NVIDIA,128,1024,120.0,Windows 10,4,22497000
Dell,Intel Core i7 (7th Gen),Intel,16,8, DDR4 RAM ,2.7,LED,15.6,Radeon R5 M430,AMD,64,1024,40.0,Windows 10,2,18497400
Acer,Intel Core i3 (11th Gen) Processor,Intel,0,4, DDR4 RAM,2.5,LED,14.0,Integrated Graphics,Intel,256,0,45.0,Windows 10,0,9447000
ASUS,Intel Core i5 (8th Gen),Intel,0,8, DDR4 RAM,1.6,LED,14.0,Integrated Graphics,Intel,256,1024,42.0,Windows 10,0,18897000
Lenovo,Intel Core i5 (10th Gen),Intel,0,8, DDR4 RAM,1.6,LED,15.6,Integrated Graphics,Intel,128,1024,65.0,Windows 10,0,17997000
HP,Intel Core i3 (6th Gen),Intel,0,4, DDR4 RAM,2.0,LED,14.0,Integrated Graphics,Intel,64,1024,65.0,DOS,0,8847000
Lenovo,AMD Dual-Core Athlon,AMD,0,4, DDR4 RAM,2.3,LED,15.6,Integrated Graphics,AMD,64,1024,45.0,Windows 10,0,8097000
ASUS,Intel Core i5 (8th Gen),Intel,0,8, DDR4 RAM,1.6,LED,14.0,Integrated Graphics,Intel,256,1024,42.0,Windows 10,0,19497000
ASUS,Intel Core i5 (8th Gen),Intel,0,8, DDR4 RAM,1.6,LED,14.0,Integrated Graphics,Intel,256,1024,42.0,Windows 10,0,19497000
Lenovo,Intel Core i3 (10th Gen),Intel,0,4, DDR4 RAM,1.2,LED,14.0,Integrated Graphics,Intel,256,0,45.0,Windows 10,0,9447000
ASUS,Intel Core i7 (10th Gen),Intel,0,16, DDR4 RAM,2.6,LED,17.3,GeForce GTX 1660 Ti,NVIDIA,512,0,66.0,Windows 10,6,29937000
HP,Intel Core i5 (8th Gen),Intel,0,8, DDR4 RAM,1.6,LED,15.6,Integrated Graphics,Intel,256,0,41.0,Windows 10,0,14397000
ASUS,Intel Core i5 (8th Gen),Intel,0,8, DDR4 RAM,1.6,LED,14.0,Integrated Graphics,Intel,256,1024,42.0,Windows 10,0,19497000
Dell,Intel Core i3 (7th Gen),Intel,8,4, DDR4 RAM ,2.4,LED,15.6,Integrated Graphics,Intel,64,1024,42.0,Windows 10,0,12917400
Dell,Intel Core i5 (11th Gen),Intel,32,16, DDR4 RAM ,2.6,LCD,15.6,GeForce RTX 3050,NVIDIA,512,0,65.0,Windows 11,4,16966200
Acer,Intel Core i5 (8th Gen),Intel,32,8, DDR4 RAM ,1.6,LED,15.6,GeForce MX150,NVIDIA,128,1024,65.0,Windows 10,2,20097000
Dell,Intel Core i3 (10th Gen),Intel,0,4, DDR4 RAM,1.2,LED,14.0,Integrated Graphics,Intel,64,1024,65.0,Windows 10,0,8442900
ASUS,Intel Core i3 (11th Gen),Intel,0,8, LPDDR4X RAM,3.0,LCD,14.0,Integrated Graphics,Intel,512,0,65.0,Windows 11,0,14997000
Acer,Intel Core i3 (11th Gen) Processor,Intel,0,4, DDR4 RAM,2.5,LED,15.6,Integrated Graphics,Intel,256,0,45.0,Windows 10,0,9537000
HP,AMD Quad-Core Ryzen 3,AMD,16,8, DDR4 RAM ,3.4,LCD,15.6,Integrated Graphics,AMD,512,0,65.0,Windows 11,0,12069000
ASUS,Intel Core i5 (11th Gen),Intel,0,8, DDR4 RAM,2.4,LED,15.6,Integrated Graphics,Intel,256,1024,45.0,Windows 10,0,17249700
Acer,AMD Quad-Core Ryzen 5,AMD,32,8, DDR4 RAM ,2.1,LED,15.6,Radeon RX 560X,AMD,256,1024,135.0,Windows 10,4,16497000
Infinix,Intel Celeron Quad-Core,Intel,0,4, LPDDR4X RAM,1.1,LCD,14.0,Integrated Graphics,Intel,128,0,45.0,Windows 11,0,7497000
HP,Intel Core i5 (11th Gen),Intel,16,8, DDR4 RAM ,2.5,LCD,15.6,Integrated Graphics,Intel,512,0,65.0,Windows 11,0,15702000
ASUS,Intel Core i5 (11th Gen),Intel,16,8, DDR4 RAM ,2.4,LCD,15.6,Integrated Graphics,Intel,256,1024,45.0,Windows 11,0,15297000
HP,Intel Core i5 (11th Gen),Intel,16,16, DDR4 RAM ,4.2,LED,14.0,Integrated Graphics,Intel,512,0,43.0,Windows 10,0,20099700
Lenovo,AMD Hexa-Core Ryzen 5,AMD,16,16, DDR4 RAM ,2.1,LCD,15.6,Integrated Graphics,AMD,512,0,65.0,Windows 11,0,11397000
HP,Intel Core i5 (11th Gen),Intel,16,16, DDR4 RAM ,4.2,LCD,15.6,Integrated Graphics,Intel,512,0,65.0,Windows 11,0,15449700
Lenovo,Intel Core i3 (11th Gen),Intel,12,8, DDR4 RAM ,3.0,LCD,15.6,Integrated Graphics,Intel,512,0,65.0,Windows 11,0,10530000
Lenovo,AMD Quad-Core Ryzen 5,AMD,8,4, DDR4 RAM ,2.2,LED,15.6,Integrated Graphics,AMD,64,1024,45.0,Windows 10,0,8997000
MSI,AMD Hexa-Core Ryzen 5,AMD,0,8, DDR4 RAM,4.0,LED,15.6,Integrated Graphics,AMD,512,0,65.0,Windows 10,0,12251700
MSI,AMD Hexa-Core Ryzen 5,AMD,0,8, DDR4 RAM,2.1,LCD,14.0,Integrated Graphics,AMD,512,0,65.0,Windows 11,0,11397000
MSI,AMD Hexa-Core Ryzen 5,AMD,0,8, DDR4 RAM,3.3,LCD,15.6,Integrated Graphics,AMD,512,0,150.0,Windows 11,0,14697000
HP,Intel Core i3 (10th Gen),Intel,0,8, DDR4 RAM,2.1,LED,15.6,Integrated Graphics,Intel,256,1024,65.0,Windows 10,0,12297000
Infinix,Intel Celeron Quad-Core,Intel,0,8, LPDDR4X RAM,1.1,LCD,15.6,Integrated Graphics,Intel,256,0,45.0,Windows 11,0,7497000
