Brand,Processor_Name,Processor_Brand,RAM_Expandable,RAM,RAM_TYPE,Ghz,Display_type,Display,GPU,GPU_Brand,SSD,HDD,Adapter,OS,VRAM,Price_VND
Samsung,Intel Core i7 (13th Gen),Intel,0,16, LPDDR4X RAM,1.7,LCD,15.6,Integrated Graphics,Intel,512,0,45.0,Windows 11,0,25197000
MSI,Intel Core Ultra 5,Intel,32,16, DDR5 RAM ,1.2,LCD,15.6,Integrated Graphics,Intel,512,0,65.0,Windows 11,0,17997000
Dell,Intel Core i9 (13th Gen),Intel,0,16, DDR5 RAM,5.5,LCD,15.6,GeForce RTX 4060,NVIDIA,1024,0,330.0,Windows 11,8,44607000
MSI,Intel Core i5 (11th Gen),Intel,8,8, DDR4 RAM ,4.2,LCD,15.6,Integrated Graphics,Intel,512,0,65.0,Windows 11,0,12361800
ASUS,AMD Quad-Core Ryzen 5,AMD,8,8, LPDDR5 RAM ,4.2,LCD,15.6,Integrated Graphics,AMD,512,0,45.0,Windows 11,0,12897000
Dell,Intel Core i7 (13th Gen),Intel,0,16, DDR5 RAM,4.8,LCD,15.6,GeForce RTX 4050,NVIDIA,1024,0,330.0,Windows 11,6,44997000
Lenovo,Intel Core i3 (12th Gen),Intel,16,8, DDR4 RAM ,3.3,LCD,14.0,Integrated Graphics,Intel,512,0,65.0,Windows 11,0,10647000
Lenovo,AMD Quad-Core Ryzen 5,AMD,8,8, DDR5 RAM ,2.8,LCD,15.6,Integrated Graphics,AMD,512,0,65.0,Windows 11,0,11903700
ASUS,Intel Core i5 (12th Gen),Intel,0,16, DDR4 RAM,2.5,LCD,16.0,Integrated Graphics,Intel,512,0,65.0,Windows 11,0,17557200
ASUS,Intel Core i7 (12th Gen),Intel,16,16, DDR4 RAM ,2.3,LCD,14.0,GeForce RTX 2050,NVIDIA,1024,0,90.0,Windows 11,4,20997000
Lenovo,AMD Hexa-Core Ryzen 5,AMD,16,16, DDR5 RAM ,3.3,LCD,15.6,GeForce RTX 3050,NVIDIA,512,0,65.0,Windows 11,6,19497000
HP,Intel Core Ultra 5,Intel,0,16, LPDDR5 RAM,4.2,LCD,16.0,Integrated Graphics,Intel,512,0,65.0,Windows 11,0,23688900
Dell,Intel Core i5 (13th Gen),Intel,16,8, DDR4 RAM ,4.7,LCD,15.6,Integrated Graphics,Intel,512,0,65.0,Windows 11,0,15597000
Lenovo,Intel Core i5 (12th Gen),Intel,16,16, LPDDR5 RAM ,2.0,LCD,14.0,Integrated Graphics,Intel,512,0,65.0,Windows 11,0,15867000
ASUS,Intel Core i5 (12th Gen),Intel,0,16, DDR4 RAM,2.5,LCD,16.0,GeForce RTX 2050,NVIDIA,512,0,120.0,Windows 11,4,20997000
MSI,Intel Core Ultra 5,Intel,32,16, DDR5 RAM ,4.2,LCD,15.6,Integrated Graphics,Intel,512,0,65.0,Windows 11,0,18897000
ASUS,AMD Octa-Core Ryzen 7,AMD,32,16, DDR5 RAM ,3.1,LCD,15.6,GeForce RTX 2050,NVIDIA,512,0,150.0,Windows 11,4,20097000
Dell,Intel Core i5 (12th Gen),Intel,0,16, DDR4 RAM,4.2,LCD,15.6,Integrated Graphics,Intel,512,0,65.0,Windows 11,0,10797000
MSI,Intel Core Ultra 7,Intel,32,32, LPDDR5 RAM ,1.4,LCD,16.0,Integrated Graphics,Intel,1024,0,100.0,Windows 11,0,41997000
Samsung,Intel Core 7 (Series 1),Intel,0,16, LPDDR4X RAM,1.8,LCD,15.6,Integrated Graphics,Intel,512,0,45.0,Windows 11,0,23999700
Samsung,Intel Core Ultra 7,Intel,0,32, LPDDR5X RAM,4.8,LED,15.6,Integrated Graphics,Intel,1024,0,65.0,Windows 11,0,54597000
Samsung,Intel Core Ultra 7,Intel,0,16, LPDDR5X RAM,4.8,LED,16.0,Integrated Graphics,Intel,512,0,65.0,Windows 11,0,20699700
Samsung,Intel Core i5 (13th Gen),Intel,0,16, LPDDR4X RAM,1.3,LCD,15.6,Integrated Graphics,Intel,512,0,45.0,Windows 11,0,22197000
MSI,Intel Core Ultra 5,Intel,32,16, DDR5 RAM ,1.2,LCD,14.0,Integrated Graphics,Intel,1024,0,65.0,Windows 11,0,17097000
Lenovo,AMD Quad-Core Ryzen 3,AMD,16,8, DDR4 RAM ,2.3,LCD,15.6,Integrated Graphics,AMD,512,0,65.0,Windows 11,0,10797000
ASUS,Intel Core Ultra 5,Intel,0,16, LPDDR5X RAM,1.2,LED,16.0,Integrated Graphics,Intel,1024,0,90.0,Windows 11,0,29097000
MSI,Intel Core Ultra 7,Intel,0,32, LPDDR5 RAM,1.4,LCD,13.3,Integrated Graphics,Intel,1024,0,65.0,Windows 11,0,44997000
ASUS,Intel Core Ultra 5,Intel,16,16, LPDDR5X RAM ,1.2,LED,16.0,Integrated Graphics,Intel,1024,0,90.0,Windows 11,0,30897000
Lenovo,Intel Core i3 (13th Gen),Intel,0,8, DDR4 RAM,4.7,LCD,16.0,Integrated Graphics,Intel,512,0,65.0,Windows 11,0,14847000
ASUS,Intel Core Ultra 5,Intel,0,16, LPDDR5X RAM,1.2,LED,15.6,Integrated Graphics,Intel,1024,0,90.0,Windows 11,0,29097000
HP,Intel Core i5 (12th Gen),Intel,32,8, DDR4 RAM ,4.2,LCD,15.6,Integrated Graphics,Intel,512,0,65.0,DOS,0,15779700
MSI,Intel Core i9 (14th Gen),Intel,0,32, DDR5 RAM,1.6,LCD,17.0,GeForce RTX 4070,NVIDIA,2048,0,65.0,Windows 11,8,77397000
Lenovo,Intel Core i3 (11th Gen),Intel,12,8, DDR4 RAM ,3.0,LCD,15.6,Integrated Graphics,Intel,256,0,65.0,Windows 11,0,10197000
HP,AMD Octa-Core Ryzen 7,AMD,0,16, DDR5 RAM,4.8,LCD,16.1,Integrated Graphics,AMD,1024,0,230.0,Windows 11,0,34197000
Lenovo,AMD Hexa-Core Ryzen 5,AMD,0,16, LPDDR4X RAM,2.1,LCD,14.0,Integrated Graphics,AMD,512,0,65.0,Windows 11,0,18930000
Lenovo,Intel Core i5 (13th Gen),Intel,32,16, DDR5 RAM ,2.4,LCD,15.6,GeForce RTX 4050,NVIDIA,512,0,65.0,Windows 11,6,25347000
HP,Intel Core i7 (13th Gen),Intel,0,16, DDR4 RAM,4.8,LCD,15.6,GeForce RTX 4050,NVIDIA,1024,0,200.0,Windows 11,6,30747000
MSI,Intel Core i5 (12th Gen),Intel,64,8, DDR4 RAM ,4.2,LCD,15.6,GeForce RTX 2050,NVIDIA,512,0,120.0,Windows 11,4,19197000
Lenovo,Intel Core i3 (12th Gen),Intel,0,8, DDR4 RAM,4.2,LCD,15.6,Integrated Graphics,Intel,512,0,65.0,Windows 11,0,14697000
MSI,Intel Core Ultra 9,Intel,0,32, DDR5 RAM,1.0,LCD,18.0,GeForce RTX 4080,NVIDIA,2048,0,65.0,Windows 11,12,104997000
MSI,Intel Core i5 (12th Gen),Intel,64,16, DDR4 RAM ,4.7,LCD,15.6,GeForce RTX 4050,NVIDIA,512,0,120.0,Windows 11,6,24597000
Lenovo,Intel Core i5 (12th Gen),Intel,32,12, DDR5 RAM ,2.4,LCD,15.6,GeForce RTX 2050,NVIDIA,512,0,65.0,Windows 11,4,18297000
Lenovo,Intel Core i5 (11th Gen),Intel,32,8, DDR4 RAM ,4.2,LCD,14.0,Integrated Graphics,Intel,512,0,65.0,DOS,0,16139700
ASUS,Intel Core i5 (12th Gen),Intel,0,16, DDR4 RAM,2.5,LCD,16.0,GeForce RTX 2050,NVIDIA,512,0,120.0,Windows 11,4,20997000
MSI,Intel Core i9 (13th Gen),Intel,64,16, DDR5 RAM ,1.9,LCD,17.3,GeForce RTX 4070,NVIDIA,1024,0,65.0,Windows 11,8,47997000
MSI,Intel Core i7 (13th Gen),Intel,64,16, DDR5 RAM ,1.8,LCD,17.3,GeForce RTX 4070,NVIDIA,1024,0,65.0,Windows 11,8,44997000
MSI,Intel Core i5 (12th Gen),Intel,64,16, DDR5 RAM ,1.5,LCD,15.6,GeForce RTX 3050,NVIDIA,512,0,65.0,Windows 11,6,21897000
Lenovo,Intel Core Ultra 5,Intel,16,16, LPDDR5X RAM ,2.7,LED,14.0,Integrated Graphics,Intel,1024,0,65.0,Windows 11,0,30297000
MSI,Intel Core i7 (12th Gen),Intel,0,16, DDR5 RAM,1.7,LCD,15.6,GeForce RTX 3050,NVIDIA,512,0,65.0,Windows 11,6,23997000
MSI,Intel Core i5 (12th Gen),Intel,64,16, DDR4 RAM ,1.5,LCD,15.6,GeForce RTX 3050,NVIDIA,512,0,65.0,Windows 11,4,18597000
HP,Intel Core Ultra 5,Intel,0,16, DDR5 RAM,4.2,LCD,15.6,Integrated Graphics,Intel,512,0,65.0,Windows 11,0,21597000
MSI,Intel Core i5 (13th Gen),Intel,64,16, DDR4 RAM ,1.5,LCD,15.6,GeForce RTX 4050,NVIDIA,1024,0,65.0,Windows 11,6,25197000
MSI,Intel Core i5 (13th Gen),Intel,64,16, DDR4 RAM ,1.5,LCD,15.6,GeForce RTX 3050,NVIDIA,512,0,65.0,Windows 11,4,24897000
MSI,Intel Core i7 (13th Gen),Intel,64,16, DDR4 RAM ,1.8,LCD,15.6,GeForce RTX 3050,NVIDIA,512,0,65.0,Windows 11,4,23967000
MSI,Intel Core i5 (12th Gen),Intel,64,16, DDR4 RAM ,1.5,LCD,15.6,GeForce RTX 2050,NVIDIA,512,0,65.0,Windows 11,4,21297000
MSI,Intel Core i7 (12th Gen),Intel,64,16, DDR4 RAM ,1.7,LCD,15.6,GeForce RTX 2050,NVIDIA,512,0,65.0,Windows 11,4,24297000
MSI,Intel Core i5 (13th Gen),Intel,64,16, DDR4 RAM ,1.5,LCD,15.6,GeForce RTX 2050,NVIDIA,512,0,65.0,Windows 11,4,23097000
MSI,Intel Core i7 (13th Gen),Intel,64,16, DDR4 RAM ,1.8,LCD,15.6,GeForce RTX 2050,NVIDIA,512,0,65.0,Windows 11,4,24597000
MSI,Intel Core i7 (12th Gen),Intel,64,16, DDR4 RAM ,1.7,LCD,15.6,GeForce RTX 3050,NVIDIA,512,0,65.0,Windows 11,4,26097000
Lenovo,Intel Core i7 (12th Gen),Intel,0,16, DDR4 RAM,4.7,LCD,15.6,Integrated Graphics,Intel,1024,0,65.0,Windows 11,0,25797000
Lenovo,AMD Octa-Core Ryzen 7,AMD,0,16, DDR5 RAM,3.4,LCD,15.6,GeForce RTX 4050,NVIDIA,512,0,170.0,Windows 11,6,30297000
Dell,Intel Core Ultra 5,Intel,0,16, LPDDR5X RAM,4.2,LCD,13.3,Integrated Graphics,Intel,512,0,65.0,Windows 11,0,26181000
Lenovo,AMD Octa-Core Ryzen 7,AMD,0,16, DDR5 RAM,3.4,LCD,15.6,GeForce RTX 4060,NVIDIA,1024,0,230.0,Windows 11,8,33555000
HP,Intel Core 5 (Series 1),Intel,0,8, DDR4 RAM,4.8,LCD,15.6,Integrated Graphics,Intel,512,0,65.0,Windows 11,0,19497000
MSI,Intel Core i7 (13th Gen),Intel,64,16, DDR4 RAM ,1.8,LCD,15.6,GeForce RTX 4050,NVIDIA,1024,0,65.0,Windows 11,6,31197000
Acer,AMD Octa-Core Ryzen 7 Processor,AMD,32,16, DDR4 RAM ,2.5,LCD,15.6,Integrated Graphics,AMD,1024,0,45.0,Windows 11,0,13497000
ASUS,Intel Core i9 (14th Gen),Intel,32,16, DDR5 RAM ,1.6,LCD,16.0,GeForce RTX 4070,NVIDIA,1024,0,65.0,Windows 11,8,59997000
HP,Intel Core i7 (13th Gen),Intel,0,16, DDR5 RAM,4.8,LCD,16.1,GeForce RTX 4060,NVIDIA,1024,0,230.0,Windows 11,8,37497000
ASUS,Intel Core Ultra 9,Intel,32,32, LPDDR5X RAM ,2.3,LCD,16.0,GeForce RTX 4070,NVIDIA,1024,0,65.0,Windows 11,8,65997000
ASUS,AMD Octa-Core Ryzen 9,AMD,32,16, DDR5 RAM ,4.0,LCD,15.6,GeForce RTX 4070,NVIDIA,1024,0,240.0,Windows 11,8,42897000
ASUS,AMD Hexa-Core Ryzen 5,AMD,0,16, LPDDR5X RAM,3.3,LED,14.0,Integrated Graphics,AMD,1024,0,65.0,Windows 11,0,26997000
Lenovo,Intel Core i5 (13th Gen),Intel,64,16, DDR5 RAM ,4.7,LCD,16.0,Integrated Graphics,Intel,512,0,65.0,Windows 11,0,17697000
Lenovo,Intel Core i7 (13th Gen),Intel,32,16, DDR5 RAM ,2.6,LCD,15.6,GeForce RTX 3050,NVIDIA,512,0,65.0,Windows 11,6,37767000
Lenovo,Intel Core i7 (12th Gen),Intel,0,16, DDR4 RAM,4.0,LCD,14.0,Integrated Graphics,Intel,512,0,65.0,Windows 11,0,27599700
Lenovo,AMD Octa-Core Ryzen 7,AMD,16,16, DDR4 RAM ,2.0,LCD,15.6,Integrated Graphics,AMD,512,0,65.0,Windows 11,0,14544000
Lenovo,Intel Core i7 (13th Gen),Intel,0,16, LPDDR5 RAM,3.4,LED,14.0,Integrated Graphics,Intel,1024,0,65.0,Windows 11,0,37467000
Lenovo,Intel Core i3 (12th Gen),Intel,16,8, DDR4 RAM ,3.3,LCD,15.6,Integrated Graphics,Intel,512,0,65.0,Windows 11,0,10197000
Lenovo,Intel Core Ultra 9,Intel,32,32, LPDDR5X RAM ,3.4,LED,14.0,Integrated Graphics,Intel,1024,0,100.0,Windows 11,0,32397000
MSI,Intel Core i7 (14th Gen),Intel,0,16, DDR5 RAM,5.5,LCD,16.0,GeForce RTX 4060,NVIDIA,1024,0,65.0,Windows 11,8,47997000
Lenovo,Intel Core i9 (14th Gen),Intel,32,32, DDR5 RAM ,2.2,LCD,16.0,GeForce RTX 4090,NVIDIA,1024,0,330.0,Windows 11,16,111747000
MSI,Intel Core i9 (14th Gen),Intel,0,32, DDR5 RAM,1.6,LCD,17.0,GeForce RTX 4090,NVIDIA,2048,0,65.0,Windows 11,16,119997000
MSI,Intel Core i7 (14th Gen),Intel,0,32, DDR5 RAM,5.5,LCD,16.0,GeForce RTX 4070,NVIDIA,1024,0,65.0,Windows 11,8,56997000
Lenovo,Intel Core i7 (12th Gen),Intel,16,16, DDR4 RAM ,1.7,LCD,15.6,Integrated Graphics,Intel,512,0,65.0,Windows 11,0,17997000
Lenovo,AMD Hexa-Core Ryzen 5,AMD,0,16, LPDDR5X RAM,4.2,LCD,14.0,Integrated Graphics,AMD,512,0,65.0,Windows 11,0,21597000
ASUS,Intel Core i5 (12th Gen),Intel,0,16, DDR4 RAM,2.5,LCD,16.0,GeForce RTX 3050,NVIDIA,512,0,120.0,Windows 11,4,22797000
Dell,Intel Core Ultra 9,Intel,64,32, DDR5 RAM ,4.8,LCD,16.0,GeForce RTX 4070,NVIDIA,1024,0,65.0,Windows 11,8,63897000
Lenovo,AMD Octa-Core Ryzen 7,AMD,16,16, DDR4 RAM ,2.0,LED,14.0,Integrated Graphics,AMD,1024,0,65.0,Windows 11,0,22347000
ASUS,Intel Core Ultra 9,Intel,32,32, LPDDR5X RAM ,2.3,LED,14.0,Integrated Graphics,Intel,1024,0,65.0,Windows 11,0,71997000
ASUS,Intel Core i5 (11th Gen),Intel,32,8, DDR4 RAM ,2.7,LCD,17.0,GeForce RTX 2050,NVIDIA,512,0,150.0,Windows 11,4,15867000
ASUS,Intel Core i3 (13th Gen),Intel,0,8, DDR4 RAM,1.2,LCD,15.6,Integrated Graphics,Intel,512,0,45.0,Windows 11,0,11850000
Lenovo,Intel Core Ultra 5,Intel,16,16, LPDDR5X RAM ,3.4,LED,14.0,Integrated Graphics,Intel,1024,0,65.0,Windows 11,0,23772900
Dell,Intel Core Ultra 9,Intel,64,16, DDR5 RAM ,4.8,LCD,16.0,GeForce RTX 4070,NVIDIA,1024,0,65.0,Windows 11,8,57597000
Acer,Intel Core Ultra 5,Intel,0,16, LPDDR5X RAM,1.2,LED,14.0,Integrated Graphics,Intel,512,0,100.0,Windows 11,0,25497000
Acer,Intel Core i7 (14th Gen),Intel,32,16, DDR5 RAM ,1.5,LCD,16.0,GeForce RTX 4050,NVIDIA,1024,0,330.0,Windows 11,6,39899700
Lenovo,Intel Core i5 (12th Gen),Intel,16,8, DDR4 RAM ,4.2,LCD,14.0,Integrated Graphics,Intel,512,0,65.0,DOS,0,13047000
Lenovo,Intel Core i5 (13th Gen),Intel,32,16, DDR5 RAM ,2.4,LCD,15.6,GeForce RTX 3050,NVIDIA,512,0,65.0,Windows 11,6,23697000
Lenovo,Intel Core i7 (13th Gen),Intel,0,16, DDR4 RAM,4.8,LCD,14.0,Integrated Graphics,Intel,512,0,65.0,Windows 11,0,29097000
MSI,AMD Octa-Core Ryzen 7,AMD,64,16, DDR5 RAM ,3.1,LCD,15.6,GeForce RTX 4060,NVIDIA,1024,0,65.0,Windows 11,8,29997000
MSI,AMD Hexa-Core Ryzen 5,AMD,64,16, DDR5 RAM ,3.3,LCD,15.6,GeForce RTX 4050,NVIDIA,512,0,65.0,Windows 11,6,23397000
MSI,AMD Hexa-Core Ryzen 5,AMD,64,16, DDR5 RAM ,3.3,LCD,15.6,GeForce RTX 2050,NVIDIA,512,0,65.0,Windows 11,4,17997000
MSI,AMD Hexa-Core Ryzen 5,AMD,64,16, DDR5 RAM ,3.3,LCD,15.6,GeForce RTX 3050,NVIDIA,512,0,65.0,Windows 11,4,21597000
Lenovo,Intel Core i5 (12th Gen),Intel,16,8, DDR4 RAM ,4.2,LCD,14.0,Integrated Graphics,Intel,512,0,65.0,Windows 11,0,16647000
Lenovo,Intel Core i7 (14th Gen),Intel,0,16, DDR5 RAM,3.4,LCD,16.0,GeForce RTX 4060,NVIDIA,1024,0,300.0,Windows 11,0,46497000
MSI,AMD Octa-Core Ryzen 7,AMD,64,16, DDR5 RAM ,3.1,LCD,15.6,GeForce RTX 4050,NVIDIA,1024,0,65.0,Windows 11,6,26397000
MSI,Intel Core i5 (12th Gen),Intel,16,16, LPDDR5 RAM ,4.2,LCD,14.0,Integrated Graphics,Intel,512,0,65.0,Windows 11,0,23397000
ASUS,Intel Pentium Gold,Intel,0,8, DDR4 RAM,2.0,LCD,15.6,Integrated Graphics,Intel,512,0,45.0,Windows 11,0,8397000
Lenovo,Intel Core i9 (14th Gen),Intel,0,16, DDR5 RAM,4.0,LCD,16.0,GeForce RTX 4060,NVIDIA,1024,0,230.0,Windows 11,8,52497000
Acer,Intel Core i7 (14th Gen),Intel,32,16, DDR5 RAM ,1.5,LCD,16.0,GeForce RTX 4080,NVIDIA,1024,0,330.0,Windows 11,8,47399700
Lenovo,Intel Core i7 (13th Gen),Intel,32,16, DDR5 RAM ,2.4,LCD,16.0,GeForce RTX 4060,NVIDIA,1024,0,230.0,Windows 11,8,50993400
HP,Intel Core i3 (12th Gen),Intel,8,8, DDR4 RAM ,4.2,LCD,15.6,Integrated Graphics,Intel,512,0,65.0,Windows 11,0,11097000
Lenovo,Intel Core i9 (14th Gen),Intel,0,32, DDR5 RAM,4.0,LCD,16.0,GeForce RTX 4070,NVIDIA,1024,0,300.0,Windows 11,8,59547000
Acer,Intel Core i9 (14th Gen),Intel,32,16, DDR5 RAM ,1.6,LCD,16.0,GeForce RTX 4070,NVIDIA,1024,0,330.0,Windows 11,8,53999700
Acer,AMD Octa-Core Ryzen 7,AMD,32,16, DDR4 RAM ,1.8,LCD,15.6,Integrated Graphics,AMD,512,0,45.0,Windows 11,0,13499700
Honor,Intel Core i5 (13th Gen),Intel,8,8, LPDDR4X RAM ,2.1,LCD,16.0,Integrated Graphics,Intel,512,0,65.0,Windows 11,0,16947000
ASUS,Intel Core Ultra 5,Intel,0,16, LPDDR5X RAM,1.2,LED,14.0,Integrated Graphics,Intel,1024,0,65.0,Windows 11,0,53997000
Honor,Intel Core i5 (13th Gen),Intel,16,16, LPDDR4X RAM ,2.1,LCD,16.0,Integrated Graphics,Intel,512,0,65.0,Windows 11,0,17697000
Honor,Intel Core i5 (13th Gen),Intel,16,16, LPDDR4X RAM ,2.1,LCD,14.0,Integrated Graphics,Intel,512,0,65.0,Windows 11,0,16947000
Lenovo,Intel Core i3 (12th Gen),Intel,16,8, DDR4 RAM ,3.3,LCD,15.6,Integrated Graphics,Intel,512,0,65.0,Windows 11,0,10949700
MSI,Intel Core i9 (14th Gen),Intel,0,64, DDR5 RAM,1.6,LCD,17.0,GeForce RTX 4070,NVIDIA,2048,0,280.0,Windows 11,8,95997000
Lenovo,Intel Core i7 (14th Gen),Intel,0,16, DDR5 RAM,3.4,LCD,16.0,GeForce RTX 4060,NVIDIA,1024,0,230.0,Windows 11,8,43497000
Acer,Intel Core Ultra 7,Intel,16,16, LPDDR5X RAM ,1.4,LED,14.0,Integrated Graphics,Intel,1024,0,100.0,Windows 11,0,28497000
Lenovo,Intel Core Ultra 7,Intel,0,32, LPDDR5X RAM,3.4,LED,14.0,Integrated Graphics,Intel,1024,0,65.0,Windows 11,0,31739700
ASUS,Intel Core 5 (Series 1),Intel,0,16, DDR4 RAM,1.4,LCD,15.6,Integrated Graphics,Intel,512,0,45.0,Windows 11,0,23997000
ASUS,Intel Core Ultra 7,Intel,16,16, LPDDR5X RAM ,1.7,LED,13.3,Integrated Graphics,Intel,1024,0,65.0,Windows 11,0,45897000
MSI,Intel Core Ultra 9,Intel,32,32, LPDDR5 RAM ,4.8,LED,16.1,GeForce RTX 4060,NVIDIA,1024,0,65.0,Windows 11,8,56997000
Lenovo,Intel Core i7 (14th Gen),Intel,0,16, DDR5 RAM,3.4,LCD,16.0,GeForce RTX 4070,NVIDIA,1024,0,230.0,Windows 11,8,50397000
HP,AMD Hexa-Core Ryzen 5 Processor,AMD,0,16, DDR4 RAM,2.5,LCD,15.6,Integrated Graphics,AMD,512,0,65.0,Windows 11,0,12597000
MSI,Intel Core i9 (14th Gen) Processor,Intel,0,32, DDR5 RAM,2.5,LCD,17.0,GeForce RTX 4080,NVIDIA,2048,0,65.0,Windows 11,12,85797000
Samsung,Intel Core 5 (Series 1),Intel,0,16, LPDDR4X RAM,1.4,LCD,15.6,Integrated Graphics,Intel,512,0,45.0,Windows 11,0,21897000
Honor,Intel Core i5 (13th Gen),Intel,8,8, LPDDR4X RAM ,2.1,LCD,14.0,Integrated Graphics,Intel,512,0,65.0,Windows 11,0,16347000
Lenovo,Intel Core i7 (13th Gen),Intel,0,16, DDR5 RAM,2.2,LCD,14.0,Integrated Graphics,Intel,512,0,65.0,Windows 11,0,32997000
Lenovo,Intel Core i7 (13th Gen),Intel,16,16, LPDDR5X RAM ,2.2,LCD,14.0,RTX A500,NVIDIA,512,0,100.0,Windows 11,4,37799700
HP,Intel Core i3 (12th Gen),Intel,8,8, DDR4 RAM ,4.2,LCD,15.6,Integrated Graphics,Intel,512,0,65.0,Windows 11,0,12450000
MSI,Intel Core Ultra 7,Intel,0,16, LPDDR5 RAM,4.8,LCD,16.0,Integrated Graphics,Intel,1024,0,65.0,Windows 11,0,35997000
Acer,Intel Core i3 (12th Gen),Intel,64,8, DDR4 RAM ,4.2,LCD,15.6,Integrated Graphics,Intel,512,0,65.0,Windows 11,0,9599700
Acer,Intel Core i3 (13th Gen) Processor,Intel,8,8, LPDDR5X RAM ,2.5,LCD,15.6,Integrated Graphics,Intel,256,0,65.0,Google Chrome,0,12897000
HP,AMD Hexa-Core Ryzen 5,AMD,8,8, LPDDR4X RAM ,4.2,LCD,15.6,Integrated Graphics,AMD,512,0,65.0,Windows 11,0,23547000
Lenovo,Intel Core i5 (12th Gen),Intel,0,16, DDR5 RAM,3.1,LCD,15.6,GeForce RTX 3050,NVIDIA,512,0,170.0,Windows 11,6,21297000
Lenovo,AMD Octa-Core Ryzen 7,AMD,0,16, LPDDR5 RAM,2.7,LED,14.0,Integrated Graphics,AMD,1024,0,65.0,Windows 11,0,28257000
MSI,Intel Core i7 (13th Gen),Intel,64,16, DDR4 RAM ,4.8,LCD,15.6,Integrated Graphics,Intel,1024,0,65.0,Windows 11,0,22500000
ASUS,Intel Core Ultra 7,Intel,32,32, LPDDR5X RAM ,1.7,LED,13.3,Integrated Graphics,Intel,1024,0,65.0,Windows 11,0,51297000
Lenovo,Intel Core i5 (12th Gen),Intel,0,16, DDR5 RAM,3.3,LCD,15.6,GeForce RTX 2050,NVIDIA,512,0,135.0,Windows 11,4,19197000
ASUS,Intel Core Ultra 7,Intel,32,32, LPDDR5X RAM ,1.7,LED,13.3,Integrated Graphics,Intel,1024,0,65.0,Windows 11,0,51897000
HP,AMD Octa-Core Ryzen 7,AMD,16,16, DDR4 RAM ,4.2,LCD,15.6,Integrated Graphics,AMD,512,0,65.0,Windows 11,0,20399700
ASUS,Intel Core Ultra 7,Intel,16,16, LPDDR5X RAM ,1.7,LED,13.3,Integrated Graphics,Intel,1024,0,65.0,Windows 11,0,47697000
Samsung,Intel Core 5 (Series 1),Intel,0,16, LPDDR5 RAM,1.4,LED,15.6,Integrated Graphics,Intel,512,0,65.0,Windows 11,0,32697000
HP,Intel Core i5 (12th Gen),Intel,0,8, DDR4 RAM,4.2,LCD,14.0,Integrated Graphics,Intel,512,0,65.0,DOS,0,21539700
Samsung,Intel Core Ultra 5,Intel,0,16, LPDDR5X RAM,4.2,LED,14.0,Integrated Graphics,Intel,512,0,65.0,Windows 11,0,39597000
Acer,AMD Octa-Core Ryzen 7 Processor,AMD,32,8, DDR5 RAM ,2.5,LCD,16.0,GeForce RTX 4050,NVIDIA,512,0,330.0,Windows 11,6,28497000
Acer,Intel Core i3 (13th Gen) Processor,Intel,0,8, LPDDR5 RAM,2.5,LCD,15.6,Integrated Graphics,Intel,512,0,65.0,Windows 11,0,11397000
Acer,Intel Core i3 (12th Gen) Processor,Intel,0,8, LPDDR5 RAM,2.5,LCD,15.6,Integrated Graphics,Intel,512,0,45.0,Windows 11,0,9746700
Lenovo,AMD Octa-Core Ryzen 7,AMD,0,16, DDR4 RAM,1.8,LCD,15.6,Integrated Graphics,AMD,512,0,65.0,Windows 11,0,15297000
Lenovo,Intel Celeron Dual-Core,Intel,8,8, DDR4 RAM ,1.1,LCD,15.6,Integrated Graphics,Intel,512,0,45.0,Windows 11,0,7799700
Samsung,Intel Core Ultra 5,Intel,32,16, LPDDR5X RAM ,4.2,LED,16.0,Integrated Graphics,Intel,512,0,65.0,Windows 11,0,32997000
HP,AMD Hexa-Core Ryzen 5,AMD,16,16, DDR4 RAM ,4.7,LCD,15.6,Integrated Graphics,AMD,512,0,65.0,Windows 11,0,16938900
Dell,Intel Core i3 (13th Gen),Intel,0,8, LPDDR5 RAM,1.6,LCD,14.0,Integrated Graphics,Intel,1024,0,65.0,Windows 11,0,19499700
Lenovo,Intel Core i5 (11th Gen),Intel,8,8, LPDDR4X RAM ,1.4,LED,13.3,Integrated Graphics,Intel,1024,0,65.0,Windows 10,0,29700000
HP,Intel Core Ultra 7,Intel,0,32, LPDDR5X RAM,4.8,LED,16.0,Integrated Graphics,Intel,1024,0,140.0,Windows 11,0,58797000
ASUS,Intel Core i7 (12th Gen),Intel,0,16, DDR4 RAM,2.3,LCD,14.0,GeForce RTX 2050,NVIDIA,1024,0,90.0,Windows 11,4,23099700
ASUS,Intel Core i5 (12th Gen),Intel,0,16, DDR4 RAM,2.5,LCD,16.0,GeForce RTX 3050,NVIDIA,512,0,120.0,Windows 11,4,20670000
Lenovo,Intel Core i9 (13th Gen),Intel,32,32, DDR5 RAM ,2.2,LCD,16.0,GeForce RTX 4090,NVIDIA,2048,0,330.0,Windows 11,16,134997000
Dell,Intel Core i3 (12th Gen),Intel,0,8, DDR4 RAM,4.2,LCD,15.6,Integrated Graphics,Intel,512,0,65.0,Windows 11,0,10647000
ASUS,Intel Core Ultra 7,Intel,16,16, LPDDR5X RAM ,1.4,LCD,16.0,GeForce RTX 4070,NVIDIA,1024,0,200.0,Windows 11,8,56997000
